model,accuracy,macro_f1,micro_f1,avg_recall,training time,testing time
DecisionTree,0.8690193417034272,0.8661414130621669,0.8670232991623239,0.8654982068154621,3.1001391410827637,0.0020780563354492188
RandomForest,0.9243298269426535,0.9221887810263306,0.923564156043789,0.9206836150255406,4.153749465942383,0.010356903076171875
XGBoost,0.9189005768578216,0.9177037965949356,0.9189206972942946,0.9166968858701786,3.855959892272949,0.00402069091796875
AdaBoost,0.9202578893790295,0.9189689417458502,0.9202742540323842,0.9177686809149441,64.63541316986084,0.030746936798095703
SVM,0.9433322022395657,0.9426790369728942,0.9432203251196657,0.9417128016590453,6.040791273117065,1.6259715557098389
LightGBM,0.9338310145911096,0.9333727459228874,0.9341852617088451,0.9324269066659695,3.6481082439422607,0.008903980255126953
MLP,0.9501187648456056,0.9497517634193645,0.9504927560919961,0.9485029532631138,223.49644923210144,0.0020012855529785156
